latitude,longitude,spatial_ref,X5_mean_summer_temp
23.5,106.25,0,23.41425274119753
23.5,106.5,0,24.108902151209648
23.5,106.75,0,25.215475677956977
23.5,107.0,0,26.821571821863667
23.5,107.25,0,27.312031594702486
23.5,107.5,0,26.45610934402026
23.5,107.75,0,26.80712158267022
23.5,108.0,0,26.982262695310762
23.5,108.25,0,26.957060366266752
23.5,108.5,0,25.82547105305906
23.5,108.75,0,27.827762026550875
23.5,109.0,0,27.993200434683004
23.5,109.25,0,28.05743187349368
23.5,109.5,0,27.821845035233356
23.5,109.75,0,28.18208754168146
23.5,110.0,0,27.24768675466707
23.5,110.25,0,28.21792687543726
23.5,110.5,0,28.224248065831308
23.5,110.75,0,28.027077062671196
23.5,111.0,0,27.563522519096797
23.5,111.25,0,27.62828149017965
23.5,111.5,0,27.484238650796627
23.5,111.75,0,27.42227866718426
23.5,112.0,0,26.474692300128016
23.5,112.25,0,26.198463227982717
23.5,112.5,0,27.680399193727016
23.5,112.75,0,28.16558547284266
23.5,113.0,0,28.541605418932015
23.5,113.25,0,27.73334917768542
23.5,113.5,0,27.915192939547428
23.5,113.75,0,27.305086782059707
23.5,114.0,0,27.665965068603814
23.5,114.25,0,26.25535217548544
23.5,114.5,0,27.687469989127745
23.5,114.75,0,27.116603877436685
23.5,115.0,0,27.25240666999791
23.5,115.25,0,26.275715645470818
23.5,115.5,0,25.86981457629662
23.5,115.75,0,26.355572495886253
23.5,116.0,0,27.47015848945761
23.5,116.25,0,28.36377975317732
23.5,116.5,0,28.611238312765884
23.5,116.75,0,28.39907798398821
23.5,117.0,0,27.43204706044458
23.5,120.25,0,29.816899461279373
23.5,120.5,0,29.776364832840322
23.5,120.75,0,23.581995667268046
23.5,121.0,0,14.707420858364262
23.5,121.25,0,20.03916923488338
23.75,99.0,0,22.451152599181878
23.75,99.25,0,20.93423697584499
23.75,99.5,0,22.472120363869813
23.75,99.75,0,18.656725299464025
23.75,100.0,0,18.50893043251755
23.75,100.25,0,22.735979673204383
23.75,100.5,0,22.387127336149977
23.75,100.75,0,20.65292560852091
23.75,101.0,0,19.943678156452016
23.75,101.25,0,20.5526574527769
23.75,101.5,0,21.095774604104243
23.75,101.75,0,21.491273052453373
23.75,102.0,0,20.891429233695966
23.75,102.25,0,20.760351328404617
23.75,102.5,0,19.592861400629726
23.75,102.75,0,20.450228629236506
23.75,103.0,0,21.18632097761405
23.75,103.25,0,24.452197078689913
23.75,103.5,0,20.683037969846506
23.75,103.75,0,21.973026071153665
23.75,104.0,0,21.57510544290025
23.75,104.25,0,20.842923531708564
23.75,104.5,0,21.102090532542203
23.75,104.75,0,21.212411996071033
23.75,105.0,0,20.147996165616156
23.75,105.25,0,21.42739614090235
23.75,105.5,0,22.709805419758062
23.75,105.75,0,23.38698221202154
23.75,106.0,0,26.186185855067976
23.75,106.25,0,23.516409781282032
23.75,106.5,0,27.060898177111934
23.75,106.75,0,28.50885628930933
23.75,107.0,0,28.09676318223793
23.75,107.25,0,26.505524136933893
23.75,107.5,0,26.76123473683545
23.75,107.75,0,25.806241985790773
23.75,108.0,0,26.74987792045263
23.75,108.25,0,25.965151855753525
23.75,108.5,0,26.23237663139264
23.75,108.75,0,26.40014082549417
23.75,109.0,0,27.46158199646934
23.75,109.25,0,28.283558612734314
23.75,109.5,0,28.231814296134345
23.75,109.75,0,27.06929487227513
23.75,110.0,0,24.91915385294594
23.75,110.25,0,26.509693136129645
23.75,110.5,0,27.461613774238643
23.75,110.75,0,27.62288413994988
23.75,111.0,0,27.599623694652436
23.75,111.25,0,25.352335050017135
23.75,111.5,0,27.95753551331328
23.75,111.75,0,28.066590521198123
23.75,112.0,0,27.363309505354604
23.75,112.25,0,27.126676699275478
23.75,112.5,0,26.810395442874032
23.75,112.75,0,25.381478241779362
23.75,113.0,0,28.069352009108755
23.75,113.25,0,28.36312988680761
23.75,113.5,0,28.09536695482553
23.75,113.75,0,26.803232609007814
23.75,114.0,0,25.146196640661024
23.75,114.25,0,27.59254818939715
23.75,114.5,0,27.523702364499524
23.75,114.75,0,27.634385704957918
23.75,115.0,0,26.487711445977514
23.75,115.25,0,24.38081433047895
23.75,115.5,0,26.608934597535086
23.75,115.75,0,27.608145751233685
23.75,116.0,0,24.721275250881416
23.75,116.25,0,26.011436121695148
23.75,116.5,0,27.54385857734379
23.75,116.75,0,25.730413630522232
23.75,117.0,0,27.673949728941615
23.75,117.25,0,27.334250530729413
23.75,117.5,0,27.795913933800563
23.75,120.25,0,29.217505492585992
23.75,120.5,0,29.529846208300867
23.75,120.75,0,26.86274513344854
23.75,121.0,0,22.44991325231217
23.75,121.25,0,15.716037623972266
24.0,97.75,0,22.17843499778844
24.0,98.75,0,18.360029948757564
24.0,99.0,0,22.820214993056375
24.0,99.25,0,20.16093503733809
24.0,99.5,0,21.36007263027558
24.0,99.75,0,23.382449794067814
24.0,100.0,0,20.262718395865395
24.0,100.25,0,15.416848237442348
24.0,100.5,0,21.65263093229022
24.0,100.75,0,21.54884845016389
24.0,101.0,0,20.083680384862944
24.0,101.25,0,22.64008804393798
24.0,101.5,0,18.942681149280503
24.0,101.75,0,21.77737621955175
24.0,102.0,0,18.853543829659642
24.0,102.25,0,20.647177899639143
24.0,102.5,0,18.344979454560626
24.0,102.75,0,20.93620187479835
24.0,103.0,0,20.92614654997529
24.0,103.25,0,21.187023650393044
24.0,103.5,0,23.024604021769118
24.0,103.75,0,20.073967793759564
24.0,104.0,0,19.160895339494548
24.0,104.25,0,21.301325143214623
24.0,104.5,0,21.359545727055757
24.0,104.75,0,21.797472294763356
24.0,105.0,0,22.594679332112367
24.0,105.25,0,22.177627873688923
24.0,105.5,0,23.954886565442344
24.0,105.75,0,23.28997869592576
24.0,106.0,0,26.24737096683251
24.0,106.25,0,27.225211484179606
24.0,106.5,0,27.584967074039852
24.0,106.75,0,26.63339524261361
24.0,107.0,0,25.97393929225935
24.0,107.25,0,26.47829156665652
24.0,107.5,0,26.41997706848896
24.0,107.75,0,23.818947868266644
24.0,108.0,0,26.273789866769523
24.0,108.25,0,24.6744854131947
24.0,108.5,0,25.940659009480473
24.0,108.75,0,26.44767019901336
24.0,109.0,0,26.928965719347843
24.0,109.25,0,28.078316755456022
24.0,109.5,0,28.1159991372429
24.0,109.75,0,27.71490517397193
24.0,110.0,0,25.896045607513127
24.0,110.25,0,24.587602366590346
24.0,110.5,0,25.61514070959595
24.0,110.75,0,26.644427819315922
24.0,111.0,0,26.742161102294368
24.0,111.25,0,25.543259130287318
24.0,111.5,0,27.156478098491515
24.0,111.75,0,28.132824133521627
24.0,112.0,0,28.030417394351538
24.0,112.25,0,27.51131736658002
24.0,112.5,0,24.706620838694246
24.0,112.75,0,26.893006446525252
24.0,113.0,0,26.852597307371465
24.0,113.25,0,27.74768280253832
24.0,113.5,0,26.34495864160081
24.0,113.75,0,26.898851646726627
24.0,114.0,0,24.973277213726746
24.0,114.25,0,25.196712260351433
24.0,114.5,0,26.501577803245155
24.0,114.75,0,27.227762126289193
24.0,115.0,0,26.0062061236313
24.0,115.25,0,24.746366623098094
24.0,115.5,0,26.68400878982698
24.0,115.75,0,27.95672937651771
24.0,116.0,0,26.94716550881827
24.0,116.25,0,25.933764714228197
24.0,116.5,0,26.3121403511012
24.0,116.75,0,26.189696689334795
24.0,117.0,0,25.941700017115316
24.0,117.25,0,27.20256055849626
24.0,117.5,0,27.49917785098321
24.0,117.75,0,27.90243400169653
24.0,120.5,0,28.82284134058204
24.0,120.75,0,27.607975898191555
24.0,121.0,0,22.52634679957294
24.0,121.25,0,16.94747476583249
24.0,121.5,0,23.680334919691337
24.25,97.75,0,23.425826475774212
24.25,98.0,0,23.21949647943423
24.25,98.25,0,24.65421805650719
24.25,98.5,0,20.25152974379695
24.25,98.75,0,16.56052400651501
24.25,99.0,0,23.680723328737592
24.25,99.25,0,22.44737314714281
24.25,99.5,0,24.055493335191226
24.25,99.75,0,21.000909281023226
24.25,100.0,0,21.056910455265143
24.25,100.25,0,17.44890606196462
24.25,100.5,0,20.02496085922212
24.25,100.75,0,19.585545796536625
24.25,101.0,0,22.36658316032698
24.25,101.25,0,19.601527795514475
24.25,101.5,0,25.123632730598167
24.25,101.75,0,22.2618012945825
24.25,102.0,0,20.93519103695703
24.25,102.25,0,20.66048146423342
24.25,102.5,0,19.766297256124872
24.25,102.75,0,19.95700336846123
24.25,103.0,0,20.5661623914106
24.25,103.25,0,19.92579370182597
24.25,103.5,0,21.003777736204164
24.25,103.75,0,20.89638500726877
24.25,104.0,0,21.195958669622062
24.25,104.25,0,20.589371497601753
24.25,104.5,0,22.078252153677322
24.25,104.75,0,22.712794435393846
24.25,105.0,0,23.23861472265852
24.25,105.25,0,24.332280761975404
24.25,105.5,0,24.328347218430874
24.25,105.75,0,26.161261027223812
24.25,106.0,0,25.550227714484077
24.25,106.25,0,26.553327995794458
24.25,106.5,0,23.585419941732983
24.25,106.75,0,23.85549192258053
24.25,107.0,0,24.199085229975516
24.25,107.25,0,25.453859884733337
24.25,107.5,0,24.39571631336462
24.25,107.75,0,23.136309832574874
24.25,108.0,0,25.91426037211642
24.25,108.25,0,26.435094588444354
24.25,108.5,0,26.384728735229892
24.25,108.75,0,26.444350199901393
24.25,109.0,0,26.52459146990043
24.25,109.25,0,28.329894327992278
24.25,109.5,0,28.273675449478283
24.25,109.75,0,27.97643433299403
24.25,110.0,0,27.23733429873508
24.25,110.25,0,22.785114245649744
24.25,110.5,0,26.048200675018695
24.25,110.75,0,27.140042254634988
24.25,111.0,0,26.890045747535954
24.25,111.25,0,26.933436411488408
24.25,111.5,0,25.607591825143377
24.25,111.75,0,27.079998719096494
24.25,112.0,0,23.87785242217033
24.25,112.25,0,22.658594726768648
24.25,112.5,0,24.778354365703947
24.25,112.75,0,25.99061829134846
24.25,113.0,0,26.570064505424117
24.25,113.25,0,28.17107012324628
24.25,113.5,0,27.40666920496895
24.25,113.75,0,27.69428608542594
24.25,114.0,0,27.15381613946793
24.25,114.25,0,24.201373987368342
24.25,114.5,0,25.406242592914207
24.25,114.75,0,26.21877650351624
24.25,115.0,0,26.890679372497885
24.25,115.25,0,26.417125739763122
24.25,115.5,0,26.868718361726174
24.25,115.75,0,27.042151254102
24.25,116.0,0,26.75634384194365
24.25,116.25,0,25.720840086474887
24.25,116.5,0,26.555366797410016
24.25,116.75,0,26.616687861155608
24.25,117.0,0,24.82476033988045
24.25,117.25,0,25.16201397626832
24.25,117.5,0,26.08005023133873
24.25,117.75,0,27.684527965562324
24.25,118.0,0,27.934455235032143
24.25,120.5,0,28.1447395633314
24.25,120.75,0,26.67642469577299
24.25,121.0,0,18.731887728368473
24.25,121.25,0,17.741586241963816
24.25,121.5,0,19.42775240301169
24.5,97.75,0,22.52925989821417
24.5,98.0,0,19.663141428814146
24.5,98.25,0,23.927416385308987
24.5,98.5,0,21.57707633750898
24.5,98.75,0,20.11991876046075
24.5,99.0,0,22.41204906671095
24.5,99.25,0,23.26507825664805
24.5,99.5,0,21.475282733649
24.5,99.75,0,20.279437710268677
24.5,100.0,0,19.607660780553
24.5,100.25,0,22.89422336101362
24.5,100.5,0,20.832279188129288
24.5,100.75,0,20.16249777699498
24.5,101.0,0,19.700658841232347
24.5,101.25,0,23.36478474365105
24.5,101.5,0,21.982358197004107
24.5,101.75,0,21.63127674525541
